Unnamed: 0,SOPAS,Number
27184,0.0070972079411149,0
16892,1.783624571,1
11821,1.7300986079367275,1
631,0.6093684336935691,1
37168,0.0070972079411149,0
37190,0.0070972079411149,0
38593,0.0070972079411149,0
9043,1.8691187028352063,1
8305,1.2056005739753712,1
19136,2.7834325973479626,1
22882,0.0070972079411149,0
24935,0.0070972079411149,0
8342,1.867510018487144,1
23455,3.126062154769897,0
5348,1.6416821236586665,1
18995,1.4571220844909645,1
34602,3.126062154769897,0
11271,0.6564858657713075,1
20602,1.104911609461304,1
13252,2.5679279206547845,1
7017,1.395439745,1
4170,0.8049957973716826,1
11731,1.2365433404984678,1
19140,1.6042109983450927,1
30170,0.0070972079411149,0
15536,0.8070613621792359,1
9190,1.0371968716142477,1
20738,0.0070972079411149,0
21664,0.0070972079411149,0
22269,3.126062154769897,0
30672,0.0070972079411149,0
18408,1.008844294456735,1
230,1.8828668218594573,1
3149,1.1843275011156935,1
5090,0.4762265308451839,1
21223,0.0070972079411149,0
27887,0.0070972079411149,0
999,1.069291139080256,1
26004,0.0070972079411149,0
6713,0.1468290261373096,1
40803,3.126062154769897,0
28584,0.0070972079411149,0
4808,0.351636110219286,1
15512,0.6829194345597667,1
10578,2.1286126601595257,1
34864,0.0070972079411149,0
32422,3.126062154769897,0
28271,0.0070972079411149,0
37458,0.0070972079411149,0
35214,0.0070972079411149,0
27328,0.0070972079411149,0
7727,2.734047407211996,1
25069,0.0070972079411149,0
20174,0.4246527990247044,1
7225,1.2784304608539587,1
13596,1.3348906887713343,1
27431,3.123589277267456,0
15154,1.5226346197550489,1
28293,0.0070972079411149,0
19805,1.746616638699447,1
33126,0.0070972079411149,0
7980,0.9561950631008548,1
25051,3.126062154769897,0
32729,0.0070972079411149,0
3403,1.7292752560843248,1
24242,0.0070972079411149,0
16757,0.7308692323935295,1
11335,1.8617843803129184,1
16850,0.509439746,1
4863,0.4008226463986979,1
4718,0.6966301261160532,1
8578,0.9415529320418758,1
25297,3.126062154769897,0
18031,0.4166770437571473,1
34705,0.0070972079411149,0
5269,0.3642399843206769,1
19052,2.361595491328397,1
2597,0.5713031534795403,1
29842,0.0070972079411149,0
1255,0.9391704440223668,1
31054,3.126062154769897,0
23527,0.0070972079411149,0
40231,0.0070972079411149,0
30791,0.0070972079411149,0
1056,2.1408200792847967,1
25666,0.0070972079411149,0
24502,0.0070972079411149,0
5565,2.165686313753246,1
4865,0.1171982131239964,1
26781,0.0070972079411149,0
22244,0.0070972079411149,0
2052,0.2642263350002266,1
39878,3.126062154769897,0
22462,0.0070972079411149,0
4454,1.8138508346097604,1
7392,2.508863929723732,1
16164,0.617889350925914,1
14853,0.855301628982337,1
25264,0.0070972079411149,0
11814,1.8708141770234623,1
8170,1.0806164863517118,1
32669,0.0070972079411149,0
35438,3.126062154769897,0
25446,0.0070972079411149,0
23792,0.0070972079411149,0
39633,0.0070972079411149,0
7630,1.869686012441712,1
22553,0.0070972079411149,0
23408,0.0070972079411149,0
38370,0.0070972079411149,0
18555,2.0281038495771115,1
12287,0.7807507600757837,1
11942,0.8717583185506727,1
9953,2.933587961119039,1
18036,1.339922706887024,1
30064,0.0070972079411149,0
12915,0.5650116485335595,1
21321,0.0070972079411149,0
7293,2.6217999615367407,1
26305,0.0070972079411149,0
11158,2.9785988910805337,1
4375,1.3476622358428147,1
10245,1.473728066,1
37233,3.126062154769897,0
22250,3.126062154769897,0
27495,0.0070972079411149,0
19691,1.41581053636697,1
25543,3.126062154769897,0
7679,2.670158712371749,1
12226,0.7551374290886899,1
17950,2.135213852734533,1
29604,0.0070972079411149,0
19373,1.990587479580049,1
1772,2.08156781630639,1
22533,3.126062154769897,0
26009,0.0070972079411149,0
15152,0.1775050801855743,1
40479,0.0070972079411149,0
19144,2.7023940259556176,1
31679,0.0070972079411149,0
13302,1.4367948291500587,1
19590,0.6845834639683069,1
36268,0.0070972079411149,0
27129,0.0070972079411149,0
3568,0.6392508859255724,1
3294,1.7412195598671862,1
10881,0.8862506180756236,1
34438,3.126062154769897,0
23535,3.126062154769897,0
1206,1.0743969604198629,1
40658,0.0070972079411149,0
2383,0.7136843238715582,1
13827,0.5702648838388106,1
30009,0.0070972079411149,0
12524,0.5448546659799949,1
31376,0.0070972079411149,0
5317,2.2240267458721243,1
36506,0.0070972079411149,0
25118,0.0070972079411149,0
26561,0.0070972079411149,0
2274,0.4962057565369315,1
12874,2.013310259679229,1
23778,3.126062154769897,0
9121,2.1971254430971223,1
27393,0.0070972079411149,0
14233,1.7045079972050503,1
12923,0.6394464226810082,1
37246,0.0070972079411149,0
12159,2.0350077093982657,1
29089,0.0070972079411149,0
9021,1.153506336101433,1
30397,0.0070972079411149,0
6070,1.4025894241623356,1
23390,0.0070972079411149,0
33775,0.0070972079411149,0
11907,1.1722876566723257,1
8897,2.2242800372673472,1
17707,0.8524732370145454,1
2011,0.9625412855557796,1
5822,1.1994968491197031,1
33999,3.126062154769897,0
6417,0.975576970590409,1
25237,3.126062154769897,0
18665,1.228100968579856,1
30275,3.126062154769897,0
817,1.0226140884300448,1
36975,3.126062154769897,0
5069,1.510526588213128,1
10793,1.516163956574604,1
38660,3.126062154769897,0
32513,0.0070972079411149,0
19771,0.6065150927285505,1
20563,1.98278864610326,1
10924,1.371442127753931,1
9941,1.3742864763297284,1
24386,0.0070972079411149,0
36147,0.0070972079411149,0
20703,0.0070972079411149,0
39980,0.0070972079411149,0
15351,0.6825690050727125,1
32156,0.0070972079411149,0
30722,0.0070972079411149,0
3977,0.7262385185846612,1
24721,0.0070972079411149,0
16677,1.904560317477224,1
33519,0.0070972079411149,0
5075,1.3340896153444644,1
30857,3.126062154769897,0
36886,0.0070972079411149,0
21447,3.126062154769897,0
6098,1.0983591651029712,1
7985,1.5538907023988908,1
31251,0.0070972079411149,0
23328,0.0070972079411149,0
23499,0.0070972079411149,0
26720,0.0070972079411149,0
7527,2.6082641850317154,1
10738,2.1164743810144104,1
35472,0.0070972079411149,0
22727,0.0070972079411149,0
3235,0.2782325492705703,1
4366,0.3596968970997982,1
35100,0.0070972079411149,0
27546,0.0070972079411149,0
33673,0.0070972079411149,0
12190,1.6346558311560182,1
4000,0.8910334866801252,1
28273,0.0070972079411149,0
37264,0.0070972079411149,0
40794,0.0070972079411149,0
29814,0.0070972079411149,0
23935,3.126062154769897,0
7432,1.4859177422149004,1
3844,1.5328423686948924,1
10505,2.758462435299343,1
